id,category,words
120894,Drama-Ticket,"['徵求', '李玟', '演唱', '會', '作者', '我', '的', '快樂', '不', '為', '誰', '看板', '標題', '徵求', '李玟', '演唱', '會', '時間', '節目', '李玟', '世界', '巡', '迴', '演唱', '會', '地點', '台北', '小', '巨蛋', '時間', '票價', '皆', '可', '張數', '連號', '張聯絡', '站', '內信', '交易方式', '郵寄', '或', '台北', '台中', '高雄', '面交', '拜', '託', '大大', '們', '李玟', '是', '我', '小', '時候', '的', '偶像', '我', '每張', '專輯', '都', '有', '買', '現在終', '於', '有', '錢', '可以', '支持', '她', '的', '演唱', '會', '希望', '有人', '可以', '幫圓夢', '真的', '好', '想', '看', '她', '啊', '感謝']"
120895,Drama-Ticket,"['售票', '可苦', '可樂區', '連號', '張', '作者', '看板', '標題', '售票', '可苦', '可樂區', '連號', '張時間', '節目', '可苦', '可樂', '台北', '演唱', '會', '地點', '台北', '國際會議', '中心', '時間', '月', '日時', '位置', '區中間', '原價元售', '價元', '張數', '張連號', '交易方式', '台北', '面交', '或', '匯款', '後', '自行', '取票', '連絡', '方式', '站', '內信']"
120896,Drama-Ticket,"['售票', '王力宏', '台北', '演唱', '會張', '作者', '看板', '標題', '售票', '王力宏', '台北', '演唱', '會張', '時間', '節目', '王力宏', '龍', '的', '傳人', '世界', '巡', '迴', '演唱', '會', '地點', '台北', '小', '巨蛋', '時間', '月', '日', '時分', '位置', '紫區', '排號', '原價', '一', '張售', '價一張', '張數', '一張', '交易方式', '台北', '面交', '後', '才能', '面交', '最', '晚', '演唱', '會', '當天', '小', '巨蛋', '外面', '交連絡', '方式', '備', '註', '幫', '菲', '律', '賓', '華', '裔', '同事', '代售', '但', '同事', '號來', '台後才', '會', '取票', '故', '面交', '時間', '較', '晚']"
120897,Drama-Ticket,"['售票', '王力宏', '黃', '連票', '作者', '毛獸', '看板', '標題', '售票', '王力宏', '黃', '連票', '時間', '節目', '王力宏', '龍', '的', '傳人', '世界', '巡', '迴', '演唱', '會', '地點', '台北', '小', '巨蛋', '時間', '日', '位置', '黃', '區排', '原價售價', '張數', '交易方式', '晚上', '藍橘', '線捷', '運站', '面交', '或', '匯款後序', '號拿票', '連絡', '方式', '站', '內信', '備', '註', '能', '匯', '款', '次', '張', '最', '優', '先', '如果', '信多', '就', '不', '一一', '回信', '可以', '換李玟']"
120898,Drama-Ticket,"['換票', '東換', '搖滾區', '作者', '看板', '標題', '換票', '東換', '搖滾區', '時間場', '東區', '座位', '區想', '換搖滾', '任區', '序號', '當然', '越', '前面', '越', '好', '希望', '內意者', '站', '內', '謝謝']"
120899,Drama-Ticket,"['售票', '已', '讓', '出', '周興', '哲亞洲', '巡', '迴', '演唱', '會高雄', '站', '作者', '有', '我', '嫩', '嗎', '看板', '標題', '售票', '已', '讓', '出', '周興', '哲亞洲', '巡', '迴', '演唱', '會高雄', '站', '時間', '已', '讓', '出給', '第一位', '推文者', '節目', '周興哲', '你', '好不好', '亞洲', '巡', '迴', '演唱', '會高雄', '站', '地點', '高雄', '巨蛋', '時間', '月', '日', '時分', '位置', '紅區', '原價售價', '張數', '交易方式', '轉帳', '全額票', '費給', '我', '後', '自行', '到付', '手續費', '取票', '交易', '規則', '推', '文', '註', '明', '要', '買', '票', '寄送', '站', '內', '信給', '我', '依照', '推文', '順序', '聯', '繫', '為', '確', '保', '雙', '方', '權', '益', '提供', '交易', '資訊', '後', '每人', '轉帳', '時間', '以', '一小', '時為', '限如', '第一位', '不要', '依序', '遞補']"
120900,Drama-Ticket,"['徵求', '連號', '張', '任意', '區', '作者', '看板', '標題', '徵求', '連號', '張', '任意', '區時間', '想', '帶國', '中生', '體驗', '演唱', '會', '徵張', '連號', '演唱', '會', '票券', '任意', '區謝謝']"
120901,Drama-Ticket,"['徵求', '鹿特丹', '愛樂衛', '武營', '作者', '海線', '文化', '觀察者', '看板', '標題', '徵求', '鹿特丹', '愛樂衛', '武營', '時間', '徵', '鹿特丹', '愛樂', '一張', '預算', '以下', '郵寄郵資', '我', '出', '或', '台南市', '區', '面交', '站', '內信', '聯絡', '希望', '有', '大大', '願意', '割', '愛感謝']"
120902,Drama-Ticket,"['售票', '周興', '哲高雄', '演唱', '會', '作者', '看板', '標題', '售票', '周興', '哲高雄', '演唱', '會', '時間', '台北', '場沒有', '搶', '到', '高雄場終', '於', '如願', '買', '到', '還多票', '故', '讓', '出給', '更', '多', '粉絲', '進場', '支持', '節目', '周興哲', '演唱', '會高雄', '站', '地點', '高雄', '巨蛋', '時間', '月', '日', '時分', '位置', '綠區', '排原', '價售', '價張', '數張', '交易方式', '收到', '匯款後給', '取票', '序號', '自行', '取票', '連絡', '方式', '站', '內信', '備', '註', '有', '粉', '絲', '證', '明', '者', '優', '先', '只', '回', '入', '選', '者', '信件', '謝謝']"
120903,Drama-Ticket,"['徵求', '連號', '兩張', '不限區', '作者', '看板', '標題', '徵求', '連號', '兩張', '不限區', '時間', '徵求', '流行', '音樂獎', '不限區', '連號', '兩張', '希望', '有', '機會', '可以', '徵到', '真的', '很', '喜歡', '蔡依林', '意者', '可以', '站', '內', '信加', '台北', '新竹', '皆', '可', '面交', '非常', '感謝']"
120904,Drama-Ticket,"['徵求', '張萬芳', '小', '巡演', '台北', '場', '作者', '蘿拉魚', '看板', '標題', '徵求', '張萬芳', '小', '巡演', '台北', '場時間', '徵求', '萬芳', '小', '巡演', '台北', '場張', '徵到', '開唱', '前一天', '謝謝']"
120905,Drama-Ticket,"['徵求', '台北', '場張', '作者', '傻傻的', '堅持', '看板', '標題', '徵求', '台北', '場張', '時間', '活動', '名稱', '活動', '時間', '六', '活動', '地點', '台北', '國際會議', '中心', '交易方式', '台', '中', '以南', '面交', '或', '再', '討論', '連絡', '方式', '站', '內信', '希望', '可以', '徵得任', '一票', '價任', '一位', '子', '只要', '有票', '都', '好', '謝謝']"
