id,category,words
11,Gossiping,問卦撿到槍是誰亂發明的詞作者讓愛滋生看板標題問卦撿到槍是誰亂發明的詞時間一堆撿到槍撿到槍撿到槍以前根本沒人在用這個搜八卦版去年月月也沒人用過為什麼今年一堆人用覺青是不是又在亂發明詞彙
12,Gossiping,問卦海關會檢查淘寶買的情趣內衣褲嗎作者看板標題問卦海關會檢查淘寶買的情趣內衣褲嗎時間抱歉再來詢問一次這個問題因為非常心慌意亂好怕海關人員仔細檢查款式目前顯示清關完成他們會知道民眾買了這些款式嗎
13,Gossiping,新聞賴清德已經讓到不能再讓親賴立委遊作者來咬我啊笨蛋看板標題新聞賴清德已經讓到不能再讓親賴立委遊時間賴清德已經讓到不能再讓親賴立委遊戲規則不利仍參選到底新頭殼陳佩君民進黨中執會日以共識不表決方式通過總統初選日程相關事宜事後前行政院長賴清德發出聲明並痛斥被修改的不是辦法而是民主被傷害的不是初選而是民進黨對此親賴的民進黨立委郭國文今天日表示賴院長已經讓到不能再讓雖然規則改後對他相當不利但他依舊面對堅持參選民進黨中執會日前討論總統初選辦法通過民調納入手機放入台北市長柯文哲高雄市長韓國瑜對比舉辦一場電視政見會民調月日到日進行對於該決議親賴的中執委林俊憲在會後轉是他代表賴清德表達深切遺憾有媒體報導賴清德在中執會決議初選辦法後取消相關行程並傳出他要退選的耳語對此郭國文強調許多訊息都是惡意解讀黨內既然已經決定遊戲規則賴院長也不斷說一定會參選到底怎麼還會揣測的言語這顯然是惡意刻意的各方訊息可以看出賴院長參選的意志非常強烈求勝意志也很強烈郭國文強調賴院長已經讓到不能再讓無論是延期到規則改變從提出納入手機民調或增加對比對象賴清德幾乎都是照單全收黨內都很清楚更改後的遊戲規則對賴相當不利但他依然面對堅持參選到底林俊憲受訪時也說他與賴清德的立場一直沒變反對修改遊戲規則反對三人對比因為違反黨章原本規則是跟主要政黨比沒有無黨籍的柯文哲對於外傳賴不選的消息林俊憲回應賴清德在談話節目已經清楚表達堅持到底會打完這場初選
14,Gossiping,問卦臺南個爛地方啊作者隨風看板標題問卦臺南個爛地方啊時間小弟我啦現在在大遠百的威秀這邊啦我繞了附近半徑公尺結果居然沒有搖搖杯店靠北臺南也太爛了吧
15,Gossiping,問卦暴龍今天會贏是因為書豪嗎作者馬的阿婆看板標題問卦暴龍今天會贏是因為書豪嗎時間面對宇宙勇暴龍展現衝擊衛冕冠軍的魄力今天在主場擊敗衛冕軍但這一切是否要歸功於有華人之光靈氣加持的林書豪太屌豪鬼我愛你如果暴龍最後得冠書豪獎盃含金值多少有八卦
16,Gossiping,新聞反擊柯什麼都不要講蔡英文做總統作者看板標題新聞反擊柯什麼都不要講蔡英文做總統時間引述之銘言柯就講幹話啊只會把理想值拉超高但自己也做不到然後雙重標準柯黑標準起手式張冠李戴混為一談嘴蔡在中美之間應該要親美友中然後不要回應不要挑釁那你自己在台北市的藍綠之間你就應該要親綠友藍然後不要回應不要挑釁美國跟中國的戰爭會牽扯到台灣經濟這不只是政治問題而已而且別忘了大陸還有飛彈對準台灣拿來類比親近兩個垃圾政黨所以徐弘庭說你柯跟戴季全有特殊性關係的時候你柯就不該暴怒槌桌回應簡舒培拿錄音說你放水巨蛋的時候你柯就不該說新潮流不倒台灣不會好來挑釁你柯自己都做不到然後嘴蔡英文要照你的想法做馬的真的親藍友綠又會有柯黑開嘴啦政治變色龍牆頭草沒有中心思想為了自己政治利益出賣靈魂
17,Gossiping,新聞柯怒被竊聽林洲民打臉熱烈對話無關竊聽作者看板標題新聞柯怒被竊聽林洲民打臉熱烈對話無關竊聽時間引述之銘言喬的定義議員放出音檔明明沒在喬卻說那是喬好啦就把那個當做在喬好了那以這標準從現在開始可以檢視全省縣市首長的開會就可以發現幾乎所有會都可以定義成在喬事情避重就輕之所以說喬是因為會議沒有紀錄偷偷摸摸來有紀錄的話怎麼可能會有爭議不過柯糞繼續裝傻竊聽的定義原來熱烈討論就不是竊聽啊那大家可以任意放竊聽器在任何辦公室和別人家中了夫妻吵架算是熱烈討論不算竊聽科學家們在會議室熱烈的討論機密的研究不算竊聽柯自己說新的政治就是會議要公開透明錄影錄音不能偷偷來所以有人在會議錄音到底是對還是錯我知道啦用以前的阿北標準算對用現在的阿北標準算錯壓公文的定義的縣市長們假日都得要去自己的辦公室看是否有禮拜五送來的公文沒批的因為公文經過沒人上班的六日就是你在壓公文喔公文明明送達六日沒批這是很嚴重的失職喔壓公文事件就真的是惡意找碴這沒什麼好辯解的我也不想護航對就是對錯就是錯但不代表你被誣賴壓公文就可以開脫有喬事情的事實啊事件影片建議在心平氣和時看因為有些議員的立論容易使人看了抓狂
18,Gossiping,新聞又嗆聲人民日報勿低估中方反制勿謂作者鐵甲武士看板標題新聞又嗆聲人民日報勿低估中方反制勿謂時間媒體來源聯合報記者署名聯合報記者許依晨即時報導完整新聞標題又嗆聲人民日報勿低估中方反制勿謂言之不預完整新聞內文美中貿易戰陷入僵局稀土資源被視為陸方反制的王牌人民日報日刊發署名五月荷的文章稱美國生產的許多產品都高度依賴中國稀土資源當前美方完全高估了自己操縱全球供應鏈的能力在自我沉醉的空歡喜中無力自知但清醒後注定要自打嘴巴這篇評論稱隨著美國一些政客不停發出極限施壓的叫囂人們愈加關心中國會拿出哪些王牌作為回應國外不少媒體的目光投向稀土有分析認為中國對稀土市場的主導地位已賦予北京還擊之道評論表示中國是世界第一稀土生產大國也是世界最大的稀土材料供應國中國一直秉持開放協同共享的方針推動稀土產業發展中國堅持稀土資源優先服務國內需要的原則願意滿足世界各國對於稀土資源的正當需求樂見本國稀土資源及稀土產品被用於製造各類先進產品更好滿足世界各國人民對美好生活的需要稀土是否會成為中國反制美方無端打壓的反制武器評論說答案並不玄奧這是產業分工高度全球化的時代沒有協同合作就沒有發展進步稀土元素的戰略價值和重要意義日益凸顯全球市場上稀土新材料的消費量迅速增長無論軍事還是民用大量產業的發展都離不開稀土資源其中美國企業對稀土氧化物產品的需求尤其旺盛評論表示當前美方一些人的確在幻想資源自立但美國對全球供應鏈的深度依賴是不爭的現實國際市場研究機構的數據顯示美國是中國稀土的主要買家事實上美國生產的消費性電子產品軍事裝備和其他許多產品都高度依賴中國稀土資源評論表示毫無疑問美方想利用中國出口的稀土所製造的產品反用於遏制打壓中國的發展中國人民決不會答應奉勸美方不要低估中方維護自身發展權益的能力勿謂言之不預完整新聞連結或短網址備註
19,Gossiping,問卦統一發票的統一是什麼作者看板標題問卦統一發票的統一是什麼時間統一發票的由來是因為年台灣省政府財政廳要收稅所以給予商家統一編號於是就有了統一發票的名稱當然跟統一中國或多或少有點關係統一發票由於是台灣省財政廳主導所以一開始沒有涵括金門馬祖等外島地區也就是年中華民國的發票制度也是一國兩制金馬直到年才納入統一發票跟愛國獎券的發明人都是台灣省財政廳長任顯群任是理財高手統一發票跟愛國獎券都幫台灣省政府籌措不少財源任顯群因為與京劇名伶顧正秋熱戀因而激怒蔣經國小蔣當年愛上顧正秋每天下班都到劇場捧場但顧正秋愛任顯群甘願做任顯群二房蔣經國暴怒但陳誠偷偷告知蔣介石蔣介石震怒跟小蔣說江西已經犯過一次錯這次你是愛江山還是愛美人小蔣放手知難而退但是任顯群是陳誠人馬重此小蔣結怨陳誠年任顯群與顧正秋在台北宴客結婚兩年後來任顯群被誣為匪諜小蔣將其下獄年本來判年年得張群像老蔣求情出獄後創辦中和中信百貨
20,Gossiping,新聞雷霆兩千多管火箭前進部署金馬火力涵蓋作者看板標題新聞雷霆兩千多管火箭前進部署金馬火力涵蓋時間自由雷霆兩千多管火箭前進部署金馬火力涵蓋中國沿海城市軍方漢光演習雷霆兩千多管火箭進行實彈射擊軍方官員透露雷霆兩千多管火箭已前進部署到外島防區圖軍聞社提供記者羅添斌台北報導軍方今年度漢光演習實兵操演進入尾聲相關官員今天透露由於雷霆兩千多管火箭系統在歷次的實兵操演及實彈射擊表現出色基於強化金馬外島防禦火力考量已將雷霆兩千多管火箭系統前進部署到相關外島防區火力足以涵蓋到中國沿海城市地區本島火箭營官兵進行雷霆兩千多管火箭的彈箱吊掛演練記者羅添斌攝官員表示雷霆兩千多管火箭系統原本主要部在本島陸軍北中南的個軍團指揮部在其所屬的砲兵指揮部下均設有多管火箭營執行反登陸防禦任務由於外島兵力近年逐步減少基於以火力取代兵力以及可以採取機動部署等考量軍方決定將雷霆兩千多管火箭前進部署到外島防區官員說雷霆兩千多管火箭系統的射程為到公里由於金馬外島距離中國沿海城市相當近依雷霆兩千的射程火力已可涵蓋到鄰近方中國沿海城市具有相當大的嚇阻能力備註不放增程型
21,NBA,討論現在是不是在暗爽作者幸運草看板標題討論現在是不是在暗爽時間小魯和朋友今天特地來看勇士對暴龍先恭喜暴龍拿下第一次在總冠軍戰的第一勝整場感覺勇士對籃板進攻防守的積極性沒有暴龍多也可能是暴龍第一次打所以比較認真和積極最猛直接繳出了全隊最高分勇士五位先發正負值都是負的這讓勇士的大腿之一在家看比賽心裡面老實說會不會有點開心如果接下來勇士再被拿下前面那些勇士已經不需要的言論全部都被打臉現在心裡面是不是在暗爽
22,NBA,討論球評預測作者熱火三看板標題討論球評預測時間勇士暴龍勇士暴龍勇士暴龍勇士暴龍暴龍勇士暴龍勇士暴龍勇士暴龍勇士風向是不是變了尤其三位球員出身的球評都預測暴龍獲勝當然這應該是假定杜蘭特沒上的情況話說大家賽前的預測是暴龍只有一個得分點可愛可能不夠沒想到總決賽第一戰大爆發拿到分而且還有幾球直接單吃嘴綠小賈索這點勇士也沒輒穩紮穩打攻下分暴龍綠葉是不是真的被大家低估了是人和公鹿太強讓暴龍綠葉看起來沒啥發揮尤其人有鉛筆公鹿有和字母哥相比之下勇士禁區根本沒大人有沒有機會在一年同時拿下最佳進步獎和呢
23,NBA,花邊與賽後互噴垃圾話作者看板標題花邊與賽後互噴垃圾話時間恭喜暴龍第一戰對抗宇宙勇成功保住了主場的第一場賽事拿到優勢後奪冠氣勢絕對更高昂暴龍的吉祥物今天一樣到場支持在場邊很有存在感的他今天又刷到一波存在了今天龍勇賽後柯瑞沒有直接走進休息室而是跟交換了一些話看起來就是噴一些垃圾話版上有唇語高手可以看出他們在講什麼嗎話說跟柯瑞不知道誰賺的比較多
24,NBA,作者看板標題時間今天上班追了一下這場比賽也來閒聊一下運氣的確比較偏暴龍這邊好幾球幸運球都彈進但是很多球是夾擊造成的空檔而這些空檔球員都把握住了有一球很有趣站在那裏瞄超久勇士的進攻突破點不佳勇士的進攻發動由發起理論上對方夾擊時漏的空檔應該要有能力懲罰對手才是其實後面看得出來幾乎沒有什麼出手空間了外圍防守輪轉也很確實進攻完全打不開勇士的出手難度比暴龍高很多命中率自然不佳看一下的進攻數據都實在滿差的而不要看數據好像不錯實際比賽內容也不怎麼樣表弟其實際後賽傷前打季賽時就很慢了今天更是完全在場上恍神攻也不敢攻只想傳防守旋轉門直接四守五如果想多敗一點分就把表弟繼續擺吧還不如多操陣容對位與變陣我覺得不要包夾讓單防單防然後在銜接段讓麥金尼多上他是勇士替補裡面三分不差的了防守也不像這麼吃虧打快速輪轉讓被夾時能迅速有突破缺口這場結論就是暴龍靠防守策略打敗勇士而勇士沒有應對之道暴龍掌握了勇士包夾時的空檔當然吹判稍微得利但不影響比賽走勢跟結果
25,NBA,花邊穿上咖哩爸爸的暴龍隊球衣作者看板標題花邊穿上咖哩爸爸的暴龍隊球衣時間穿上咖哩爸爸的暴龍隊球衣重點翻譯一下暴龍第一次打進總冠大家都知道一定有準備些甚麼果然他沒讓大家失望他穿上咖哩爸爸暴龍球衣順便遮住他手臂上跟咖哩的刺青但別忘記跟咖哩還是好朋友穿著咖哩爸的球衣既有趣也無傷大雅附註穿著咖哩老爸球衣找咖哩咖哩笑笑看著穿著老爸球衣暴龍時期的咖哩爸心得林北抵加啦誤
26,NBA,新聞冠軍戰暴龍以比擊落勇士作者拳擊袋鼠看板標題新聞冠軍戰暴龍以比擊落勇士時間豪鬼帶領暴龍一路殺進球壇巔峰暴龍隊史首次總冠軍賽便旗開得勝勇士五年來首次總冠軍失利椅人豪神繼續締造奇蹟冠軍戰暴龍以比擊落勇士西亞卡姆飆分比下柯瑞記者游郁香綜合報導成軍年首度打入總冠軍戰的暴龍日在主場面對衛冕軍勇士來犯多倫多團隊單場命中率飆破成上半場就拉開分領先第二得分手西亞卡姆上演飆分秀他單場以投中轟下分籃板和助攻與砍下分的灣區一哥柯瑞互別苗頭率隊以比取得隊史總決賽首勝握有主場優勢的暴龍首節就開啟外線火力在東區冠軍賽手感結凍的射手格林當家王牌雷納德長人小賈索和西亞卡姆攜手砍進顆三分一度拉開比分領先不過勇士也不是省油的燈一哥柯瑞單節砍進顆三分球拿下全隊最高的分他的搭檔湯普森還上演戰斧式灌籃率隊拉出比反擊將比分反超為比暴龍憑藉西亞卡姆首節最後分秒在左側度角砍進一記外線帶著比分領先進入次節儘管暴龍當家王牌雷納德前節手感有些冰冷投中只得分但灣區招牌柯瑞次節火力也受到限制單節僅再添分上半場最後分秒可愛從左側切到籃下硬是在咖哩面前拋進兩分並要到加罰完成一記三分打讓暴龍拉開比分領先暴龍憑藉前節逼近成的團隊命中率上半場打完拉開比分領先上半場暴龍唯二得分上雙的球員西亞卡姆第節上演飆分秀他不僅接到羅瑞從後場傳來的球推進到禁區輕輕一碰助攻給雷納德完成精彩的小組搭配自己單節也連切帶投掃下分與此節重拾火力的勇士一哥柯瑞互別苗頭咖哩單節灌了分讓暴龍持續保有雙位數領先勇士第節最後分秒靠著柯瑞連罰命中還有重要替補李文斯頓上籃得手一波比攻勢將比數追到比不過此節最後分鐘雷納德跳出來接管戰局先是砍進一記外線隨後又度站上罰球線命中球並在最後秒妙傳給人在左側度角的勇士舊將麥考麥考飆進一顆呎外線讓多倫多帶著比分領先進入決勝節生子後大爆發的暴龍替補控衛范弗利特末節開局兩罰俱中一度又拉開了分差距手感火燙的西亞卡姆持續飆分開局分鐘有一記高難度的打板二分球找回外線火力的格林也砍進個人單場第記外線一度將比數改寫為比分差勇士不斷試圖將分差縮小到個位數但暴龍總有人能挺身止血從雷納德小賈索再到范弗利特都能適時站出來給予回應終場以比取得隊史總決賽首勝
27,NBA,討論總冠軍戰球員分最高作者老大看板標題討論總冠軍戰球員分最高時間紫色該年冠軍文章網址編輯推勇士禁區的問題被無限放大贏一點勇士唯一高個子有活動力的就啊推新聞西亞肯冠軍賽前喜獲麟兒在攻防上面對勇士幫助都超大推單打王排第一推次出手能得分推哭爸有夠準但居然輸了最佳第人時代眼淚推那一場太鐵推這場真的打神了推還上兩次推一個後衛有這麼高的命中率不太科學吧噓不管啦都是靠裁判推驚
28,NBA,討論沒了的勇士陣地戰不太行作者湯瑪士小火車看板標題討論沒了的勇士陣地戰不太行時間如題這場有無真的看的出來超明顯因為暴龍這場防守真的做的很好防你外線幹分寧可放你進去得兩分交換球權而且節奏打的偏慢領先時也沒心急戰術都有跑出來型態的勇士其實真的比較怕這樣的戰術但之前有這個二樓投籃的機器只要陣地戰命中率超級高就是球給讓他靠身高壓制對方小前鋒另外就是嘴綠明顯發揮不佳說實在已跑戰術方面勇士發動機幾乎都是嘴綠幹髒活加偷放三分冷箭基本上就是他的價值這場明顯被限制住了數據雖然有三元但下半場打的不好我個人覺得嘴綠能力不止這樣啦再來就是裁判不得不說裁判這場真的有點扯不少摸毛犯規不過總之沒的勇士輸得不冤啦畢竟裁判已經很幫了
29,NBA,討論勇士怎麼變勇土的作者小魚兒看板標題討論勇士怎麼變勇土的時間好歹年的時候當時也沒有而且面對的對手是騎士隊還有喇叭詹活生生從他手裡拿下總冠軍隔年還硬破了例行賽勝紀錄當時也沒有也就是說今年目前陣容跟當時也沒有太多差別但面對的對手其實還是差一個檔次當然後來加入神級隊友之後更是輕鬆連拿兩冠而今天第一場在沒下幾乎整場被海電到結束其實跌破很多人的眼鏡因為畢竟跟年的陣容差不多但整個表現跟過去的落差太大如果最後只能靠回來的話勇士要再衛冕之路堪慮究竟是什麼關鍵讓勇士變成勇土的
